Source (A),Source (B),Source (C),Source (D),Source (E),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
10114157,3,7,Never because they are destroying every animals habitat: the rainforest!! They are also making themselves in danger like lowering down the oxygen by cutting the number of trees.,1,28,83.81,76.25,13.15,1.00,14.00,28.57,75.00,57.14,10.71,10.71,0.00,0.00,0.00,0.00,10.71,0.00,10.71,17.86,7.14,7.14,7.14,3.57,14.29,0.00,3.57,0.00,0.00,3.57,10.71,0.00,10.71,0.00,3.57,3.57,10.71,0.00,0.00,0.00,0.00,14.29,0.00,7.14,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,10.71,0.00,3.57,0.00,7.14,0.00,14.29,0.00,10.71,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,3.57,0.00,3.57,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00
10114158,2,5,I think they should not cut the trees. I think people should not cut down the trees in the rainforest. That should not cut the trees. The trees it is part of the environment. The trees is the monkeys' home. It trees not because down the monkeys can be extinct. I think people should not cut down the trees in the rainforest.,1,62,84.99,5.36,49.78,1.00,8.86,11.29,83.87,61.29,11.29,6.45,4.84,0.00,0.00,0.00,1.61,4.84,17.74,9.68,12.90,0.00,1.61,8.06,16.13,0.00,0.00,0.00,0.00,1.61,6.45,0.00,6.45,0.00,0.00,0.00,4.84,0.00,0.00,0.00,0.00,20.97,4.84,1.61,6.45,0.00,0.00,8.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.84,0.00,0.00,4.84,0.00,0.00,0.00,11.29,0.00,9.68,0.00,9.68,0.00,0.00,0.00,1.61,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.90,11.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.61,0.00,0.00
10114160,1,1,I think people should not cut down trees in the rainforest because if they cut down trees that must we be needed. I think people should not cut down trees in the rainforest because,1,34,51.03,27.83,47.25,1.00,17.00,11.76,85.29,61.76,14.71,11.76,5.88,2.94,0.00,0.00,2.94,2.94,5.88,14.71,11.76,0.00,8.82,5.88,20.59,0.00,0.00,0.00,0.00,0.00,8.82,0.00,8.82,0.00,0.00,0.00,11.76,0.00,0.00,0.00,0.00,32.35,5.88,5.88,14.71,2.94,2.94,8.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,2.94,0.00,8.82,0.00,0.00,2.94,8.82,0.00,14.71,0.00,14.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.94,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10114168,2,4,I think people should not cut down trees but I do think people should cut down trees somewhere else.,1,19,12.81,1.81,99.00,1.00,19.00,5.26,89.47,52.63,15.79,10.53,10.53,0.00,0.00,0.00,0.00,0.00,0.00,10.53,15.79,5.26,5.26,5.26,26.32,0.00,0.00,0.00,0.00,0.00,10.53,0.00,10.53,0.00,0.00,0.00,10.53,0.00,0.00,0.00,0.00,42.11,10.53,0.00,10.53,5.26,0.00,15.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,0.00,10.53,0.00,0.00,0.00,15.79,0.00,15.79,0.00,15.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10114169,2,4,I think should not do it because if a animals die animals die means a lot animals is die so persons die because we need animals a lot.,1,28,21.19,36.03,1.06,25.77,28.00,25.00,85.71,50.00,10.71,7.14,3.57,3.57,0.00,0.00,0.00,3.57,10.71,0.00,10.71,3.57,14.29,3.57,35.71,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,35.71,7.14,7.14,10.71,10.71,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,3.57,0.00,0.00,0.00,0.00,0.00,32.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,3.57,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10114170,4,10,"I think people should not be able to cut down trees in the rainforest.
1. It is not taking care of the earth. It’s disrespectful.
2. It's killing animals. That’s not a good thing to do.
3. Rainforests are the earth’s most valuable resources. I think people should not be able cut down trees in the rainforest. And that is what I think!!",1,63,46.37,7.67,47.57,25.77,5.73,12.70,82.54,55.56,15.87,4.76,4.76,0.00,0.00,0.00,0.00,11.11,7.94,11.11,17.46,0.00,1.59,6.35,25.40,1.59,1.59,1.59,4.76,1.59,9.52,4.76,4.76,0.00,1.59,0.00,3.17,0.00,0.00,0.00,0.00,15.87,4.76,0.00,3.17,1.59,0.00,6.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,3.17,3.17,3.17,0.00,0.00,20.63,0.00,7.94,0.00,7.94,0.00,1.59,0.00,0.00,0.00,0.00,1.59,0.00,0.00,0.00,0.00,0.00,0.00,25.40,15.87,0.00,0.00,0.00,0.00,3.17,0.00,0.00,6.35,0.00,0.00
10114177,3,7,I think people should not cut the trees down because the rainforest is home to unique plants and animals that don’t live anywhere else. The rainforests are one of the earth’s most valuable resources. People should not cut down trees because trees are where we grow air from and air is how we survive and we got XXX from the trees.,1,61,48.97,56.52,22.13,7.09,20.33,14.75,83.61,54.10,8.20,6.56,1.64,4.92,0.00,0.00,0.00,1.64,8.20,9.84,11.48,4.92,9.84,4.92,18.03,3.28,3.28,3.28,1.64,1.64,4.92,1.64,3.28,0.00,0.00,0.00,8.20,0.00,0.00,0.00,0.00,18.03,1.64,4.92,3.28,3.28,0.00,4.92,0.00,0.00,0.00,0.00,1.64,0.00,1.64,0.00,0.00,11.48,4.92,1.64,3.28,1.64,0.00,1.64,13.11,0.00,11.48,1.64,9.84,0.00,1.64,0.00,1.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.20,4.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.28,0.00,0.00
10114181,1,1,They should because to make shelter and to make foods and to XXX XXX XXX and build towns cities. XXX and doesn’t XXX to eat and to cut down trees to make fire and killing animals.,1,36,75.90,50.00,1.00,1.00,18.00,11.11,69.44,47.22,2.78,2.78,0.00,0.00,0.00,0.00,2.78,0.00,0.00,19.44,5.56,0.00,19.44,2.78,16.67,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,2.78,0.00,2.78,0.00,0.00,0.00,0.00,13.89,0.00,11.11,2.78,0.00,0.00,0.00,2.78,0.00,0.00,2.78,5.56,0.00,0.00,0.00,5.56,2.78,0.00,0.00,2.78,0.00,0.00,0.00,13.89,0.00,2.78,0.00,2.78,0.00,0.00,0.00,0.00,0.00,0.00,2.78,0.00,0.00,0.00,0.00,0.00,0.00,8.33,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.78,0.00,0.00
10114182,2,5,"I say no because we need animals
R
1 They should not because the spider monkey
2 And if their food is gone
3 Their habitat is gone and the spider monkey is in danger. ",1,35,12.37,61.26,1.94,1.91,35.00,11.43,80.00,54.29,14.29,14.29,2.86,2.86,0.00,0.00,8.57,0.00,5.71,2.86,11.43,0.00,14.29,5.71,22.86,0.00,0.00,0.00,8.57,0.00,2.86,0.00,2.86,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,17.14,0.00,5.71,8.57,2.86,0.00,5.71,2.86,0.00,2.86,0.00,2.86,0.00,0.00,0.00,2.86,5.71,2.86,0.00,0.00,0.00,2.86,5.71,14.29,0.00,8.57,5.71,2.86,0.00,0.00,0.00,0.00,0.00,5.71,0.00,2.86,0.00,2.86,0.00,0.00,0.00,2.86,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10114232,2,4,I think they can’t cut the rainforest because rainforest are one the forest’s most valuable resources. Hurts one organism could hurt many organisms animals and plants in the rainforest what.,1,30,70.69,25.24,3.37,1.00,15.00,33.33,73.33,40.00,10.00,6.67,3.33,0.00,0.00,0.00,3.33,3.33,10.00,3.33,6.67,0.00,6.67,3.33,10.00,3.33,3.33,3.33,6.67,6.67,13.33,3.33,10.00,0.00,0.00,6.67,3.33,0.00,0.00,0.00,0.00,16.67,3.33,3.33,3.33,3.33,0.00,3.33,6.67,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,3.33,0.00,3.33,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00
10114236,3,7,"I think people should not be able to cut down trees in the rainforest. So the rainforest are not all gone. If people cut down too many trees, there will be no more rainforest. So spider monkeys can have more babies. Spider monkeys are endangered and soon extinct. I think people should not be able to cut down trees in the rainforest because if they keep doing this the animals won’t be able to have as many babies.",1,78,30.21,22.08,17.46,1.00,13.00,12.82,84.62,56.41,5.13,3.85,2.56,0.00,0.00,0.00,1.28,1.28,5.13,11.54,17.95,6.41,8.97,6.41,21.79,3.85,3.85,0.00,0.00,6.41,3.85,0.00,3.85,0.00,0.00,0.00,7.69,2.56,0.00,0.00,0.00,14.10,2.56,1.28,5.13,2.56,1.28,6.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,3.85,3.85,0.00,0.00,1.28,15.38,3.85,8.97,1.28,6.41,1.28,0.00,0.00,0.00,0.00,2.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.26,7.69,1.28,0.00,0.00,0.00,0.00,0.00,0.00,1.28,0.00,0.00
10114237,4,11,Rainforests are one of the earth’s most valuable resources. When a rainforest is destroyed many plants and animals are destroyed with it. I think people should not cut the rainforest trees. Because many animals will be destroyed too. Because we also need trees to breathe. Because air is one of our main resources to survive or be alive. I think people should not cut down trees in the rainforest because all this is going to happen to us and the animals in the rainforest.,1,84,58.73,54.73,6.50,1.00,12.00,23.81,83.33,53.57,8.33,5.95,2.38,3.57,0.00,0.00,0.00,2.38,7.14,11.90,11.90,3.57,10.71,2.38,17.86,2.38,1.19,1.19,2.38,4.76,7.14,1.19,5.95,0.00,3.57,0.00,5.95,0.00,0.00,0.00,0.00,16.67,2.38,4.76,3.57,2.38,1.19,3.57,0.00,0.00,0.00,0.00,2.38,1.19,1.19,0.00,0.00,9.52,3.57,1.19,4.76,0.00,0.00,0.00,13.10,2.38,7.14,1.19,4.76,1.19,2.38,0.00,0.00,0.00,0.00,1.19,0.00,0.00,0.00,0.00,0.00,0.00,9.52,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.19,0.00,0.00
10114240,3,6,I think people should not cut down trees because it destroys it more. We use the rainforest. The rainforest is a good place for monkeys.,1,25,73.88,50.00,20.24,1.00,8.33,20.00,88.00,52.00,16.00,8.00,4.00,4.00,0.00,0.00,0.00,8.00,12.00,8.00,8.00,0.00,4.00,4.00,16.00,4.00,4.00,0.00,0.00,4.00,12.00,4.00,8.00,0.00,4.00,0.00,8.00,0.00,0.00,0.00,0.00,20.00,4.00,8.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,4.00,0.00,8.00,4.00,0.00,0.00,12.00,0.00,8.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10114249,3,7,People should not cut down trees because that is the home of the animals that live in the rainforest home. So if they destroyed the animals that live in the rainforest the animals they will die so no I do not think that they should not cut down trees in the rainforest. The rainforest is one of the most valuable resources in the food comes from the rainforest is now getting eaten so the people need food to survive in the rainforest.,1,82,87.45,31.29,10.32,3.09,27.33,18.29,86.59,59.76,9.76,4.88,1.22,0.00,0.00,0.00,3.66,4.88,15.85,13.41,8.54,4.88,6.10,4.88,18.29,1.22,1.22,0.00,1.22,1.22,4.88,1.22,3.66,0.00,1.22,0.00,6.10,0.00,0.00,0.00,0.00,12.20,1.22,1.22,4.88,2.44,0.00,4.88,0.00,0.00,0.00,0.00,6.10,0.00,2.44,0.00,3.66,6.10,0.00,1.22,3.66,1.22,0.00,1.22,13.41,1.22,10.98,1.22,8.54,1.22,1.22,0.00,2.44,0.00,0.00,1.22,0.00,0.00,0.00,0.00,0.00,0.00,3.66,3.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10122101,3,7,People should not cut trees because we will not get oxygen. We won’t get food so we should not cut down trees.,1,22,1.00,50.00,2.40,1.00,11.00,4.55,86.36,59.09,13.64,13.64,0.00,13.64,0.00,0.00,0.00,0.00,0.00,4.55,18.18,4.55,9.09,18.18,27.27,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,18.18,0.00,0.00,0.00,0.00,27.27,0.00,4.55,9.09,0.00,0.00,13.64,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,4.55,27.27,13.64,0.00,4.55,9.09,0.00,0.00,9.09,9.09,4.55,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00
10122108,3,7,No they should not be allowed to cut down because spider monkey and monkey need tree to survive and climb from predators to survive or they will XXX to be dead forever.,1,32,56.25,26.60,2.67,1.42,32.00,18.75,90.62,56.25,6.25,6.25,0.00,0.00,0.00,0.00,6.25,0.00,0.00,18.75,12.50,0.00,12.50,6.25,15.62,0.00,0.00,0.00,0.00,0.00,3.12,0.00,3.12,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,21.88,0.00,6.25,6.25,3.12,3.12,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,0.00,9.38,9.38,0.00,0.00,0.00,9.38,3.12,9.38,3.12,3.12,3.12,0.00,0.00,0.00,0.00,6.25,3.12,0.00,0.00,0.00,0.00,0.00,0.00,3.12,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10122110,3,6,"No because you are killing the rainforest and animals' habitats you should not cut down trees in the rainforest and animals are dying. ",1,23,35.67,66.81,2.02,1.00,23.00,30.43,73.91,60.87,8.70,8.70,0.00,0.00,8.70,0.00,0.00,0.00,8.70,8.70,13.04,0.00,13.04,8.70,13.04,0.00,0.00,0.00,0.00,0.00,8.70,0.00,8.70,0.00,4.35,0.00,8.70,0.00,0.00,0.00,0.00,13.04,0.00,4.35,4.35,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,4.35,0.00,0.00,0.00,8.70,0.00,8.70,0.00,8.70,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,0.00,0.00,8.70,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00
10122118,3,7,"In my opinion you should not cut down trees because it will destroy the animals' homes and the animals will be endangered the animals need shelter to not be endangered. ",1,30,52.71,15.86,3.37,1.00,30.00,30.00,76.67,60.00,10.00,6.67,3.33,0.00,3.33,0.00,0.00,3.33,10.00,10.00,16.67,0.00,6.67,6.67,20.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,3.33,0.00,3.33,0.00,0.00,0.00,0.00,20.00,0.00,3.33,6.67,3.33,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,6.67,0.00,0.00,0.00,10.00,6.67,6.67,0.00,6.67,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00
10122152,3,6,No I do not think people should cut down trees in the rainforest. We can’t breathe air can’t travel everywhere else. No flowers. It cannot be beautiful. No animals. Then last we will all be extinct.,1,36,4.69,1.38,99.00,25.77,6.00,19.44,86.11,58.33,11.11,8.33,2.78,5.56,0.00,0.00,0.00,2.78,2.78,5.56,16.67,2.78,2.78,19.44,22.22,2.78,0.00,0.00,0.00,2.78,5.56,2.78,2.78,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,25.00,2.78,0.00,2.78,0.00,5.56,13.89,2.78,2.78,0.00,0.00,2.78,2.78,0.00,0.00,0.00,8.33,5.56,0.00,2.78,0.00,0.00,0.00,22.22,5.56,19.44,2.78,11.11,5.56,0.00,2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00
10122162,1,1,I think that people should not be allowed to cut down trees because some animals,1,15,34.14,9.13,43.37,1.00,15.00,20.00,86.67,53.33,13.33,6.67,6.67,0.00,0.00,0.00,0.00,6.67,0.00,13.33,13.33,0.00,6.67,6.67,20.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,6.67,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,40.00,6.67,13.33,6.67,6.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.00,0.00,13.33,0.00,0.00,0.00,13.33,0.00,6.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10122167,3,7,No they should not be allowed to cut down trees because it is destroying plants and animals that live nowhere else than in the rainforest. So that is why I think that they should not be allowed to cut down trees.,1,41,13.20,4.41,40.20,1.00,20.50,17.07,87.80,68.29,17.07,7.32,2.44,0.00,0.00,0.00,4.88,9.76,2.44,14.63,14.63,4.88,7.32,9.76,19.51,2.44,2.44,2.44,0.00,0.00,7.32,0.00,7.32,0.00,2.44,0.00,4.88,0.00,0.00,0.00,0.00,29.27,2.44,9.76,4.88,0.00,2.44,9.76,0.00,0.00,0.00,0.00,2.44,0.00,2.44,0.00,0.00,12.20,0.00,0.00,12.20,0.00,0.00,0.00,14.63,0.00,9.76,0.00,9.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.88,4.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10122178,3,7,"Should people be allowed to cut trees in the rainforest? No. Because that is their home. If someone did it to theirs how would they like it? Well that's what they are doing to theirs.  ",1,35,1.00,92.33,1.00,78.19,7.00,14.29,94.29,80.00,31.43,14.29,0.00,0.00,0.00,0.00,14.29,17.14,2.86,11.43,22.86,5.71,8.57,2.86,25.71,0.00,0.00,5.71,0.00,0.00,8.57,5.71,2.86,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,20.00,0.00,8.57,8.57,5.71,0.00,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.86,0.00,0.00,2.86,0.00,0.00,2.86,11.43,0.00,2.86,0.00,2.86,0.00,0.00,0.00,2.86,0.00,0.00,0.00,2.86,0.00,0.00,0.00,2.86,0.00,17.14,8.57,0.00,0.00,0.00,5.71,0.00,0.00,0.00,2.86,0.00,0.00
10122188,2,5,"I don’t think they should cut down trees because the animals are getting extinct and that’s not good. ",1,18,1.92,4.80,23.51,25.77,18.00,22.22,83.33,61.11,16.67,11.11,5.56,0.00,0.00,0.00,5.56,5.56,5.56,5.56,22.22,0.00,11.11,11.11,33.33,0.00,0.00,0.00,0.00,0.00,11.11,5.56,5.56,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,22.22,5.56,5.56,5.56,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,5.56,11.11,0.00,0.00,22.22,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00
10122193,2,3,No I don’t think that they should be allowed to cut down trees because the monkey needs to be safe and if they do the monkey needs to be safe and if they do the monkeys won’t be safe because of the food and their home.,1,46,16.15,33.19,1.00,93.61,46.00,8.70,97.83,69.57,13.04,10.87,2.17,0.00,0.00,0.00,8.70,2.17,8.70,10.87,19.57,0.00,15.22,6.52,26.09,6.52,0.00,0.00,0.00,0.00,8.70,6.52,2.17,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,19.57,2.17,6.52,10.87,4.35,0.00,4.35,0.00,0.00,0.00,0.00,2.17,0.00,0.00,0.00,2.17,10.87,0.00,0.00,4.35,0.00,6.52,0.00,21.74,2.17,2.17,0.00,2.17,0.00,0.00,0.00,2.17,0.00,6.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.52,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00
10122194,2,4,Should not be able to cut down trees. R: Plants and animals will be extinct. E: If plants and animals will not be here or endangered. R: All of the species to XXX. E: Species of animals will not move place to place. R: Animals cannot eat. E: Not be able to eat and drink.,1,55,47.52,1.53,21.98,5.95,7.86,14.55,72.73,49.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.82,12.73,16.36,1.82,9.09,9.09,21.82,0.00,0.00,0.00,0.00,1.82,1.82,0.00,1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.36,0.00,0.00,3.64,3.64,1.82,12.73,0.00,0.00,0.00,0.00,5.45,0.00,0.00,0.00,5.45,5.45,0.00,3.64,1.82,0.00,0.00,0.00,14.55,5.45,7.27,1.82,5.45,0.00,0.00,1.82,0.00,0.00,0.00,0.00,5.45,0.00,5.45,0.00,0.00,0.00,23.64,12.73,0.00,10.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10122204,3,6,"They should not be allowed to cut down tree in the rainforest because monkeys live in the rainforest and if anybody wants to go in the rainforest the trees will be cut down so they won’t be able to breathe cause the trees help people breathe. ",1,46,84.87,58.59,4.59,1.00,46.00,19.57,86.96,58.70,6.52,4.35,0.00,0.00,0.00,0.00,4.35,2.17,10.87,17.39,13.04,2.17,8.70,4.35,19.57,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,10.87,0.00,0.00,0.00,0.00,17.39,0.00,6.52,6.52,4.35,0.00,4.35,0.00,0.00,0.00,0.00,6.52,4.35,2.17,0.00,0.00,10.87,2.17,2.17,8.70,0.00,0.00,0.00,13.04,6.52,13.04,2.17,10.87,0.00,0.00,0.00,0.00,0.00,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,0.00,0.00
10122206,2,4,People should not be allowed to cut all the rainforest because animal can die or extinct.,1,16,38.60,10.58,1.00,1.00,16.00,25.00,81.25,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,6.25,18.75,0.00,12.50,6.25,18.75,0.00,0.00,0.00,0.00,6.25,6.25,0.00,6.25,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,37.50,0.00,12.50,6.25,6.25,6.25,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,6.25,0.00,0.00,0.00,18.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10122207,2,4,"I think people should not cut down trees in the rainforest because spider monkeys can get endangered. This is why people should not cut down trees in the rainforest. ",1,29,69.54,15.04,47.93,1.00,14.50,17.24,79.31,55.17,6.90,3.45,3.45,0.00,0.00,0.00,0.00,3.45,6.90,13.79,13.79,3.45,3.45,6.90,17.24,0.00,0.00,3.45,0.00,0.00,6.90,0.00,6.90,0.00,0.00,0.00,6.90,0.00,0.00,0.00,0.00,24.14,3.45,6.90,6.90,0.00,0.00,6.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.34,0.00,0.00,6.90,3.45,0.00,0.00,13.79,0.00,13.79,0.00,13.79,0.00,0.00,0.00,0.00,0.00,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.90,6.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10122211,1,0,They can’t because no air no bird nest because bird make nest in a tree but we don’t want to hurt bird so we can’t cut tree just cut tree sometime because we need to make paper okay then bye.,1,40,15.77,50.00,15.86,1.00,40.00,10.00,80.00,50.00,10.00,10.00,0.00,7.50,0.00,0.00,2.50,0.00,2.50,7.50,2.50,5.00,15.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,10.00,2.50,7.50,0.00,0.00,2.50,12.50,0.00,0.00,0.00,0.00,27.50,0.00,12.50,5.00,2.50,0.00,7.50,2.50,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,7.50,7.50,0.00,0.00,0.00,0.00,0.00,17.50,5.00,12.50,0.00,5.00,7.50,2.50,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,2.50,0.00,0.00,10.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,0.00,0.00
10122214,3,7,People should not be able to cut down trees I think this because if people cut down trees monkeys and other animals won’t have a home. I also think this is because the animals will become extinct and there will not be any plants left in the rainforest!,1,48,11.86,7.25,62.53,1.00,24.00,14.58,85.42,62.50,10.42,4.17,4.17,0.00,0.00,0.00,0.00,6.25,6.25,8.33,18.75,4.17,12.50,6.25,25.00,0.00,0.00,0.00,0.00,2.08,4.17,0.00,4.17,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,22.92,6.25,4.17,4.17,4.17,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,2.08,4.17,0.00,0.00,2.08,14.58,6.25,8.33,0.00,8.33,0.00,0.00,0.00,2.08,0.00,2.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,2.08,0.00,0.00,0.00,0.00,2.08,0.00,0.00,2.08,0.00,0.00
